...1,Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Resolving Power,S/N,Ion Charge,Mass Error (ppm),Mass Error Score,Isotopologue Similarity,Confidence Score,DBE,H/C,O/C,Heteroatom Class,Ion Type,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,13C
3136,751,416.1796603,416.1796603,416.1795815425,1361642,274815,7.1,-1,-0.1892391563,0.8195887853,0.8513706193,0.8291233355000001,10,1.2727272727,0.3181818182,13C1 O7,de-protonated,1,745,C22 H28 O7 13C1,22,28,7,1
3137,761,418.049655,418.049655,418.0496895695,1918232,275902,10.9,-1,0.0826922466,0.9627235968,0.9555728856,0.9605783835,13,0.7777777778,0.6111111111,13C1 O11,de-protonated,1,753,C18 H14 O11 13C1,18,14,11,1
3138,762,418.0859187,418.0859187,418.0860750789,2519326,217007,15.1,-1,0.3740350651,0.4596754369,0.9839642431,0.6169620787,12,0.9473684211,0.5263157895,13C1 O10,de-protonated,1,755,C19 H18 O10 13C1,19,18,10,1
3139,763,418.1224915,418.1224915,418.1224605882,2629412,276758,15.9,-1,-0.07392992820000001,0.9700917398,0.9523275379,0.9647624792,11,1.1,0.45,13C1 O9,de-protonated,1,757,C20 H22 O9 13C1,20,22,9,1
3140,764,418.1587594,418.1587594,418.1588460976,2583338,242145,15.6,-1,0.2073317873,0.7875615739,0.8869390086000001,0.8173748043,10,1.2380952381,0.380952381,13C1 O8,de-protonated,1,759,C21 H26 O8 13C1,21,26,8,1
3141,765,418.1950279,418.1950279,418.195231607,1432368,323675,7.6,-1,0.4871098229,0.2676166089,0.8894694145,0.4541724506,9,1.3636363636,0.3181818182,13C1 O7,de-protonated,1,760,C22 H30 O7 13C1,22,30,7,1
3142,773,420.0651733,420.0651733,420.0653396339,2970717,219885,18.3,-1,0.3959716032,0.4185013939,0.9784091551,0.5864737222,12,0.8888888889000001,0.6111111111,13C1 O11,de-protonated,1,767,C18 H16 O11 13C1,18,16,11,1
3143,774,420.10164579999997,420.10164579999997,420.1017251433,2571875,255310,15.5,-1,0.188866947,0.8202298386,0.7685571029,0.8047280179,11,1.0526315789,0.5263157895,13C1 O10,de-protonated,1,768,C19 H20 O10 13C1,19,20,10,1
3144,775,420.1381923,420.1381923,420.1381106527,4540009,266326,29.2,-1,-0.1943343948,0.8107380149000001,0.9299470878,0.8465007367,10,1.2,0.45,13C1 O9,de-protonated,1,769,C20 H24 O9 13C1,20,24,9,1
3145,776,420.1745348,420.1745348,420.1744961621,3861102,223032,24.1,-1,-0.0919567977,0.9541083208,0.9294661585,0.9467156721,9,1.3333333333,0.380952381,13C1 O8,de-protonated,1,770,C21 H28 O8 13C1,21,28,8,1
3146,783,422.0447672,422.0447672,422.044604189,2165147,296367,12.5,-1,-0.386241072,0.4365773084,0.9420049914,0.5882056133,12,0.8235294118,0.7058823529,13C1 O12,de-protonated,1,777,C17 H14 O12 13C1,17,14,12,1
3147,784,422.0810314,422.0810314,422.0809896984,3277729,235875,20.1,-1,-0.0987999387,0.9472140754,0.9789057468,0.9567215768,11,1,0.6111111111,13C1 O11,de-protonated,1,778,C18 H18 O11 13C1,18,18,11,1
3148,785,422.1174434,422.1174434,422.1173752078,4818855,224842,30.7,-1,-0.1615479383,0.8650331714,0.9860505246,0.9013383774,10,1.1578947368,0.5263157895,13C1 O10,de-protonated,1,779,C19 H22 O10 13C1,19,22,10,1
3149,787,422.1538077,422.1538077,422.1537607172,5971885,248136,38.6,-1,-0.1112931159,0.9335021742,0.9887008404,0.9500617741,9,1.3,0.45,13C1 O9,de-protonated,1,780,C20 H26 O9 13C1,20,26,9,1
3150,788,422.1903815,422.1903815,422.1901462266,1789363,283665,9.9,-1,-0.5572688640000001,0.17812496460000002,0.7068788581000001,0.3367511327,8,1.4285714286,0.380952381,13C1 O8,de-protonated,1,781,C21 H30 O8 13C1,21,30,8,1
3151,795,424.0603548,424.0603548,424.0602542535,2442978,264518,14.4,-1,-0.2371042355,0.7317440043,0.9142702186,0.7865018686,11,0.9411764706,0.7058823529,13C1 O12,de-protonated,1,790,C17 H16 O12 13C1,17,16,12,1
3152,797,424.0967178,424.0967178,424.0966397629,4136168,253649,26,-1,-0.1840078197,0.8285278098000001,0.9322326302,0.8596392559,10,1.1111111111,0.6111111111,13C1 O11,de-protonated,1,791,C18 H20 O11 13C1,18,20,11,1
3153,799,424.1330603,424.1330603,424.1330252723,6019310,246644,38.9,-1,-0.08258662180000001,0.9628169725,0.9241465202,0.9512158368,9,1.2631578947,0.5263157895,13C1 O10,de-protonated,1,792,C19 H24 O10 13C1,19,24,10,1
3154,800,424.1694461,424.1694461,424.1694107817,4817140,236914,30.7,-1,-0.0832646782,0.9622156322,0.9696959802,0.9644597366,8,1.4,0.45,13C1 O9,de-protonated,1,793,C20 H28 O9 13C1,20,28,9,1
3155,812,426.0757626,426.0757626,426.075904318,2717742,206327,16.3,-1,0.33261208670000003,0.540848781,0.9981694444,0.67804498,10,1.0588235294,0.7058823529,13C1 O12,de-protonated,1,804,C17 H18 O12 13C1,17,18,12,1
3156,813,426.1123723,426.1123723,426.1122898274,4513332,262926,28.6,-1,-0.1935466824,0.8121153606,0.9989312166,0.8681601174,9,1.2222222222,0.6111111111,13C1 O11,de-protonated,1,806,C18 H22 O11 13C1,18,22,11,1
3157,814,426.1487058,426.1487058,426.1486753368,5265978,251199,33.8,-1,-0.0714849946,0.9720097252,0.8958900045,0.949173809,8,1.3684210526,0.5263157895,13C1 O10,de-protonated,1,808,C19 H26 O10 13C1,19,26,10,1
3158,815,426.1849508,426.1849508,426.1850608461,1745984,258652,9.6,-1,0.258212121,0.6904523405,0.9830520337,0.7782322485000001,7,1.5,0.45,13C1 O9,de-protonated,1,810,C20 H30 O9 13C1,20,30,9,1
3159,826,428.0915062,428.0915062,428.0915543825,3330944,239769,20.5,-1,0.1125517969,0.9320421304,0.769072894,0.8831513595,9,1.1764705882,0.7058823529,13C1 O12,de-protonated,1,819,C17 H20 O12 13C1,17,20,12,1
3160,827,428.1278997,428.1278997,428.1279398919,3623814,236449,22.5,-1,0.0938781478,0.9522175955,0.9782986696,0.9600419178,8,1.3333333333,0.6111111111,13C1 O11,de-protonated,1,821,C18 H24 O11 13C1,18,24,11,1
3161,828,428.1643532,428.1643532,428.1643254012,1839756,238085,10.2,-1,-0.0649254412,0.9768536777,0.7898942084,0.9207658369,7,1.4736842105,0.5263157895,13C1 O10,de-protonated,1,823,C19 H28 O10 13C1,19,28,10,1
3162,839,430.04979,430.04979,430.0496895695,1400016,264877,7.2,-1,-0.2335323905,0.7386098578,0.895392057,0.7856445176,14,0.7368421053,0.5789473684,13C1 O11,de-protonated,1,830,C19 H14 O11 13C1,19,14,11,1
3163,840,430.0859141,430.0859141,430.0860750789,1675734,195314,9.1,-1,0.3742944997,0.459179912,0.8740073143,0.5836281327,13,0.9,0.5,13C1 O10,de-protonated,1,832,C20 H18 O10 13C1,20,18,10,1
3164,841,430.1073511,430.1073511,430.107204447,2191066,245068,12.6,-1,-0.3409685931,0.5241976015,0.8960238583000001,0.6357454785000001,8,1.2941176471,0.7058823529,13C1 O12,de-protonated,1,833,C17 H22 O12 13C1,17,22,12,1
3165,842,430.1435714,430.1435714,430.1435899563,2153440,196841,12.4,-1,0.043139864,0.9897141105,0.7960679225,0.9316202541,7,1.4444444444,0.6111111111,13C1 O11,de-protonated,1,835,C18 H26 O11 13C1,18,26,11,1
3166,843,430.158746,430.158746,430.1588460976,1592035,242192,8.5,-1,0.2326992035,0.7402055733,0.8900884830000001,0.7851704462,11,1.1818181818,0.3636363636,13C1 O8,de-protonated,1,836,C22 H26 O8 13C1,22,26,8,1
3167,855,432.06539,432.06539,432.0653396339,2446900,260805,14.4,-1,-0.1165704569,0.9272865748,0.9339752182,0.9292931679,13,0.8421052632,0.5789473684,13C1 O11,de-protonated,1,846,C19 H16 O11 13C1,19,16,11,1
3168,857,432.1016423,432.1016423,432.1017251433,2001466,251015,11.3,-1,0.1917218225,0.8152936006,0.9048649603,0.8421650085,12,1,0.5,13C1 O10,de-protonated,1,848,C20 H20 O10 13C1,20,20,10,1
3169,858,432.1381186,432.1381186,432.1381106527,2959937,262497,17.9,-1,-0.0183906147,0.9981227936,0.9480774478,0.9831091898,11,1.1428571429,0.4285714286,13C1 O9,de-protonated,1,850,C21 H24 O9 13C1,21,24,9,1
3170,859,432.1745468,432.1745468,432.1744961621,3219015,257140,19.7,-1,-0.1171700357,0.9265648815,0.8146679615,0.8929958055,10,1.2727272727,0.3636363636,13C1 O8,de-protonated,1,852,C22 H28 O8 13C1,22,28,8,1
3171,868,434.044545,434.044545,434.044604189,2120605,255633,12.2,-1,0.1363662607,0.9018475727,0.9590856505,0.919018996,13,0.7777777778,0.6666666667000001,13C1 O12,de-protonated,1,861,C18 H14 O12 13C1,18,14,12,1
3172,870,434.0809787,434.0809787,434.0809896984,3124644,215412,19,-1,0.0253372626,0.9964398143,0.9568105076,0.9845510223,12,0.9473684211,0.5789473684,13C1 O11,de-protonated,1,862,C19 H18 O11 13C1,19,18,11,1
3173,871,434.1175218,434.1175218,434.1173752078,2920363,237157,17.6,-1,-0.337678702,0.5307401115,0.8218069609,0.6180601663,11,1.1,0.5,13C1 O10,de-protonated,1,864,C20 H22 O10 13C1,20,22,10,1
3174,872,434.1538063,434.1538063,434.1537607172,4984754,244413,31.8,-1,-0.1049923128,0.9405964987,0.9613171745,0.9468127014,10,1.2380952381,0.4285714286,13C1 O9,de-protonated,1,865,C21 H26 O9 13C1,21,26,9,1
3175,873,434.1901689,434.1901689,434.1901462266,2449848,267223,14.4,-1,-0.0522200314,0.9849645577,0.941796385,0.9720141059,9,1.3636363636,0.3636363636,13C1 O8,de-protonated,1,866,C22 H30 O8 13C1,22,30,8,1
3176,880,436.0603878,436.0603878,436.0602542535,3004699,225912,18.2,-1,-0.3062569475,0.5938823826,0.997950446,0.7151028016000001,12,0.8888888889000001,0.6666666667000001,13C1 O12,de-protonated,1,875,C18 H16 O12 13C1,18,16,12,1
3177,881,436.0966688,436.0966688,436.0966397629,3642658,269293,22.6,-1,-0.0665840903,0.9756706208,0.9753164169,0.9755643596,11,1.0526315789,0.5789473684,13C1 O11,de-protonated,1,876,C19 H20 O11 13C1,19,20,11,1
3178,882,436.133163,436.133163,436.1330252723,5906730,226040,38.1,-1,-0.31579290200000004,0.5746301574,0.9417657368,0.6847708312,10,1.2,0.5,13C1 O10,de-protonated,1,877,C20 H24 O10 13C1,20,24,10,1
3179,883,436.169422,436.169422,436.1694107817,5354801,248498,34.4,-1,-0.0257201197,0.9963316086,0.9952728583,0.9960139835,9,1.3333333333,0.4285714286,13C1 O9,de-protonated,1,878,C21 H28 O9 13C1,21,28,9,1
3180,884,436.2059426,436.2059426,436.2057962911,2173240,270062,12.5,-1,-0.335412657,0.5352565205,0.7721007602000001,0.6063097924,8,1.4545454545,0.3636363636,13C1 O8,de-protonated,1,879,C22 H32 O8 13C1,22,32,8,1
3181,893,438.0396441,438.0396441,438.0395188086,1745570,300696,9.4,-1,-0.2860275916,0.634758983,0.9534531889,0.7303672448,12,0.8235294118,0.7647058824,13C1 O13,de-protonated,1,885,C17 H14 O13 13C1,17,14,13,1
3182,895,438.0758775,438.0758775,438.075904318,3072682,241126,18.3,-1,0.0612176916,0.9793952085,0.9146364272,0.9599675741,11,1,0.6666666667000001,13C1 O12,de-protonated,1,887,C18 H18 O12 13C1,18,18,12,1
3183,897,438.1123639,438.1123639,438.1122898274,5146289,229871,32.3,-1,-0.1690722257,0.85316025660000006,0.9839220108,0.8923887829,10,1.1578947368,0.5789473684,13C1 O11,de-protonated,1,889,C19 H22 O11 13C1,19,22,11,1
3184,898,438.1487369,438.1487369,438.1486753368,6913720,236848,44.2,-1,-0.1405076387,0.8961208654,0.8498034497,0.6731307721,9,1.3,0.5,13C1 O10,de-protonated,1,890,C20 H26 O10 13C1,20,26,10,1
3185,899,438.1849646,438.1849646,438.1850608461,4000448,229576,24.6,-1,0.2196472611,0.7648868768,0.9998551945,0.8353773721000001,8,1.4285714286,0.4285714286,13C1 O9,de-protonated,1,891,C21 H30 O9 13C1,21,30,9,1
3186,909,440.0553786,440.0553786,440.0551688731,1745474,228281,9.4,-1,-0.4765923126,0.28311837570000004,0.8034223661000001,0.4392095728,11,0.9411764706,0.7647058824,13C1 O13,de-protonated,1,901,C17 H16 O13 13C1,17,16,13,1
3187,910,440.0914831,440.0914831,440.0915543825,3456074,245347,20.9,-1,0.1619719191,0.8643742375000001,0.9697457634,0.8959856952,10,1.1111111111,0.6666666667000001,13C1 O12,de-protonated,1,903,C18 H20 O12 13C1,18,20,12,1
3188,912,440.1279907,440.1279907,440.1279398919,5698642,228398,36,-1,-0.1154394833,0.9286393235,0.8845264001,0.9154054465,9,1.2631578947,0.5789473684,13C1 O11,de-protonated,1,905,C19 H24 O11 13C1,19,24,11,1
3189,913,440.1644622,440.1644622,440.1643254012,5539929,240373,34.9,-1,-0.3107901977,0.5847246948,0.9967719574,0.7083388735,8,1.4,0.5,13C1 O10,de-protonated,1,907,C20 H28 O10 13C1,20,28,10,1
3190,914,440.2008752,440.2008752,440.2007109106,1715297,246637,9.2,-1,-0.3732146938,0.4612436128,0.9471100662,0.6070035488000001,7,1.5238095238,0.4285714286,13C1 O9,de-protonated,1,908,C21 H32 O9 13C1,21,32,9,1
3191,928,442.0707906,442.0707906,442.0708189376,2400246,243133,13.8,-1,0.0641018727,0.9774305326,0.9320464787,0.9638153165,10,1.0588235294,0.7647058824,13C1 O13,de-protonated,1,918,C17 H18 O13 13C1,17,18,13,1
3192,929,442.0860483,442.0860483,442.0860750789,1597177,241786,8.4,-1,0.0605738424,0.9798219661,0.7740294639,0.9180842155,14,0.8571428571,0.4761904762,13C1 O10,de-protonated,1,919,C21 H18 O10 13C1,21,18,10,1
3193,930,442.1071157,442.1071157,442.107204447,3663358,241180,22.3,-1,0.2007362712,0.7994259335,0.9356372439,0.8402893266,9,1.2222222222,0.6666666667000001,13C1 O12,de-protonated,1,920,C18 H22 O12 13C1,18,22,12,1
3194,931,442.1436133,442.1436133,442.1435899563,4422150,242813,27.4,-1,-0.0527965679,0.9846333048,0.9784165718,0.9827682849,8,1.3684210526,0.5789473684,13C1 O11,de-protonated,1,922,C19 H26 O11 13C1,19,26,11,1
3195,932,442.1586173,442.1586173,442.1588460976,1674762,236398,8.9,-1,0.5174557127,0.22592372,0.7454134893000001,0.3817706508,12,1.1304347826,0.347826087,13C1 O8,de-protonated,1,923,C23 H26 O8 13C1,23,26,8,1
3196,933,442.1799269,442.1799269,442.1799754657,1998862,270421,11.1,-1,0.1098324732,0.9351787204,0.9817194769,0.9491409473,7,1.5,0.5,13C1 O10,de-protonated,1,924,C20 H30 O10 13C1,20,30,10,1
3197,947,444.0653863,444.0653863,444.0653396339,1671099,219121,8.9,-1,-0.1050882603,0.940491175,0.9052578274,0.9299211707,14,0.8,0.55,13C1 O11,de-protonated,1,936,C20 H16 O11 13C1,20,16,11,1
3198,948,444.0867033,444.0867033,444.086469002,1671104,243322,8.9,-1,-0.5275953466000001,0.2130077044,0.9591615127,0.4368538469,9,1.1764705882,0.7647058824,13C1 O13,de-protonated,1,938,C17 H20 O13 13C1,17,20,13,1
3199,949,444.1229688,444.1229688,444.1228545114,2356681,268517,13.5,-1,-0.2573354855,0.6921881193,0.9875969863,0.7808107794,8,1.3333333333,0.6666666667000001,13C1 O12,de-protonated,1,940,C18 H24 O12 13C1,18,24,12,1
3200,950,444.1385062,444.1385062,444.1381106527,2077900,170380,11.6,-1,-0.8905952359,0.0121984822,0.9519634453,0.2941279711,12,1.0909090909,0.4090909091,13C1 O9,de-protonated,1,941,C22 H24 O9 13C1,22,24,9,1
3201,951,444.1591937,444.1591937,444.1592400208,1715409,207211,9.2,-1,0.1042887546,0.9413662288,0.9654970895,0.948605487,7,1.4736842105,0.5789473684,13C1 O11,de-protonated,1,942,C19 H28 O11 13C1,19,28,11,1
3202,952,444.174468,444.174468,444.1744961621,1796565,264158,9.7,-1,0.0634032326,0.9779143728,0.9789094079,0.9782128834,11,1.2173913043,0.347826087,13C1 O8,de-protonated,1,943,C23 H28 O8 13C1,23,28,8,1
3203,963,446.0447851,446.0447851,446.044604189,1602964,309825,8.4,-1,-0.4055893931,0.4009557533,0.8662002080000001,0.5405290897,14,0.7368421053,0.6315789474,13C1 O12,de-protonated,1,953,C19 H14 O12 13C1,19,14,12,1
3204,965,446.0811069,446.0811069,446.0809896984,2286237,181168,13,-1,-0.2627360922,0.681471116,0.9644672548,0.7663699576,13,0.9,0.55,13C1 O11,de-protonated,1,955,C20 H18 O11 13C1,20,18,11,1
3205,966,446.1174779,446.1174779,446.1173752078,2440614,246143,14,-1,-0.2301909709,0.7449954797,0.9215790581,0.7979705532,12,1.0476190476,0.4761904762,13C1 O10,de-protonated,1,957,C21 H22 O10 13C1,21,22,10,1
3206,967,446.1538652,446.1538652,446.1537607172,2799023,234721,16.5,-1,-0.2341856477,0.7373571713,0.8823949585,0.7808685074,11,1.1818181818,0.4090909091,13C1 O9,de-protonated,1,959,C22 H26 O9 13C1,22,26,9,1
3207,968,446.1901686,446.1901686,446.1901462266,1673144,300898,8.9,-1,-0.050143248,0.9861285229,0.7278074654000001,0.9086322056,10,1.3043478261,0.347826087,13C1 O8,de-protonated,1,961,C23 H30 O8 13C1,23,30,8,1
3208,978,448.0602816,448.0602816,448.0602542535,2408846,214354,13.8,-1,-0.0610330466,0.9795180377,0.8618338278000001,0.9442127747,13,0.8421052632,0.6315789474,13C1 O12,de-protonated,1,970,C19 H16 O12 13C1,19,16,12,1
3209,980,448.0966712,448.0966712,448.0966397629,2648471,254548,15.4,-1,-0.07015696,0.9730260356,0.8503077695,0.9362105558,12,1,0.55,13C1 O11,de-protonated,1,972,C20 H20 O11 13C1,20,20,11,1
3210,981,448.1331268,448.1331268,448.1330252723,4489121,242376,27.8,-1,-0.2265570891,0.7518968046000001,0.9404018531,0.8084483191,11,1.1428571429,0.4761904762,13C1 O10,de-protonated,1,974,C21 H24 O10 13C1,21,24,10,1
3211,982,448.1379015,448.1379015,448.1388984991,1800610,273850,9.7,-1,2.2247546557,0,0.7202265835,0.2160679751,2,2,1.0714285714,13C1 O15,de-protonated,1,975,C14 H28 O15 13C1,14,28,15,1
3212,983,448.1695074,448.1695074,448.1694107817,4738986,245327,29.5,-1,-0.2155843909,0.7724380267000001,0.9335935214,0.8207846751000001,10,1.2727272727,0.4090909091,13C1 O9,de-protonated,1,976,C22 H28 O9 13C1,22,28,9,1
3213,984,448.2058785,448.2058785,448.2057962911,2017203,233603,11.2,-1,-0.1834178537,0.8295261823000001,0.9116109955,0.8541516263000001,9,1.3913043478,0.347826087,13C1 O8,de-protonated,1,977,C23 H32 O8 13C1,23,32,8,1
3214,991,450.0395549,450.0395549,450.0395188086,1870230,235260,10.2,-1,-0.0801960429,0.9649007531,0.859996392,0.9334294448,13,0.7777777778,0.7222222222,13C1 O13,de-protonated,1,985,C18 H14 O13 13C1,18,14,13,1
3215,992,450.0759823,450.0759823,450.075904318,3531168,241600,21.4,-1,-0.1732641174,0.8463855401,0.8817379217,0.8569912546,12,0.9473684211,0.6315789474,13C1 O12,de-protonated,1,986,C19 H18 O12 13C1,19,18,12,1
3216,993,450.1122864,450.1122864,450.1122898274,3714473,237301,22.6,-1,0.0076144999,0.9996779374,0.974236433,0.9920454861,11,1.1,0.55,13C1 O11,de-protonated,1,987,C20 H22 O11 13C1,20,22,11,1
3217,994,450.1487494,450.1487494,450.1486753368,5951923,215051,37.7,-1,-0.1645306091,0.8603717859000001,0.9954836719,0.9009053517,10,1.2380952381,0.4761904762,13C1 O10,de-protonated,1,988,C21 H26 O10 13C1,21,26,10,1
3218,995,450.1851569,450.1851569,450.1850608461,4156861,237954,25.6,-1,-0.2133652577,0.7765337413000001,0.8914447471,0.811007043,9,1.3636363636,0.4090909091,13C1 O9,de-protonated,1,989,C22 H30 O9 13C1,22,30,9,1
3219,1005,452.0553092,452.0553092,452.0551688731,2347453,265484,13.4,-1,-0.3104198785,0.5854724702,0.9973963076,0.7090496214,12,0.8888888889000001,0.7222222222,13C1 O13,de-protonated,1,998,C18 H16 O13 13C1,18,16,13,1
3220,1006,452.0915084,452.0915084,452.0915543825,3296199,218263,19.8,-1,0.1017105346,0.944147944,0.9756325627,0.9535933296,11,1.0526315789,0.6315789474,13C1 O12,de-protonated,1,1000,C19 H20 O12 13C1,19,20,12,1
3221,1007,452.1281084,452.1281084,452.1279398919,3794898,231610,23.2,-1,-0.37270013,0.4622281891,0.7713174422,0.5549549650000001,10,1.2,0.55,13C1 O11,de-protonated,1,1001,C20 H24 O11 13C1,20,24,11,1
3222,1008,452.1644083,452.1644083,452.1643254012,5907420,237227,37.4,-1,-0.1833376787,0.82966170400000006,0.9871949553,0.8769216794,9,1.3333333333,0.4761904762,13C1 O10,de-protonated,1,1002,C21 H28 O10 13C1,21,28,10,1
3223,1009,452.2008158,452.2008158,452.2007109106,1822182,280557,9.9,-1,-0.231953137,0.741632507,0.870977022,0.7804358615,8,1.4545454545,0.4090909091,13C1 O9,de-protonated,1,1003,C22 H32 O9 13C1,22,32,9,1
3224,1020,454.0710294,454.0710294,454.0708189376,2362361,266741,13.5,-1,-0.463501339,0.3031524709,0.983468997,0.5072474287000001,11,1,0.7222222222,13C1 O13,de-protonated,1,1012,C18 H18 O13 13C1,18,18,13,1
3225,1021,454.1072596,454.1072596,454.107204447,3248644,217657,19.5,-1,-0.121453806,0.9213178853,0.9890805487,0.9416466843,10,1.1578947368,0.6315789474,13C1 O12,de-protonated,1,1014,C19 H22 O12 13C1,19,22,12,1
3226,1022,454.1437494,454.1437494,454.1435899563,5525006,219363,34.8,-1,-0.3510864571,0.5041974992,0.9324036594,0.6326593472,9,1.3,0.55,13C1 O11,de-protonated,1,1016,C20 H26 O11 13C1,20,26,11,1
3227,1023,454.1799757,454.1799757,454.1799754657,3578393,230525,21.7,-1,-5.158302e-4,0.9999985218,0.9356191436,0.9806847083,8,1.4285714286,0.4761904762,13C1 O10,de-protonated,1,1018,C21 H30 O10 13C1,21,30,10,1
3228,1036,456.0862706,456.0862706,456.086469002,1891912,246080,10.1,-1,0.4350097161,0.3494841875,0.9038748074,0.5158013735,10,1.1111111111,0.7222222222,13C1 O13,de-protonated,1,1027,C18 H20 O13 13C1,18,20,13,1
3229,1037,456.1019106,456.1019106,456.1017251433,1395276,313003,6.8,-1,-0.4066125155,0.3991089805,0.7697461904,0.5103001435,14,0.9090909091,0.4545454545,13C1 O10,de-protonated,1,1028,C22 H20 O10 13C1,22,20,10,1
3230,1038,456.1230282,456.1230282,456.1228545114,3199059,234488,18.7,-1,-0.380793395,0.4468306525,0.9649658152,0.6022712014,9,1.2631578947,0.6315789474,13C1 O12,de-protonated,1,1029,C19 H24 O12 13C1,19,24,12,1
3231,1039,456.1591763,456.1591763,456.1592400208,3606621,231967,21.4,-1,0.1396898459,0.8972623710000001,0.8240247649,0.8752910891000001,8,1.4,0.55,13C1 O11,de-protonated,1,1031,C20 H28 O11 13C1,20,28,11,1
3232,1040,456.1957915,456.1957915,456.1956255302,1713000,218940,8.9,-1,-0.3638127866,0.4793463331,0.7452981064,0.5591318651,7,1.5238095238,0.4761904762,13C1 O10,de-protonated,1,1033,C21 H32 O10 13C1,21,32,10,1
3233,1053,458.0447885,458.0447885,458.044604189,1508758,213430,7.6,-1,-0.4023864895,0.4067619518,0.8434670247,0.5377734737000001,15,0.7000000000000001,0.6000000000000001,13C1 O12,de-protonated,1,1042,C20 H14 O12 13C1,20,14,12,1
3234,1054,458.0656356,458.0656356,458.0657335571,1840797,241613,9.8,-1,0.2138495239,0.7756417334,0.6960486288000001,0.751763802,10,1.0588235294,0.8235294118,13C1 O14,de-protonated,1,1043,C17 H18 O14 13C1,17,18,14,1
3235,1055,458.0811138,458.0811138,458.0809896984,1400225,200875,6.9,-1,-0.2709162328,0.6651429080000001,0.9117962484,0.7391389102,14,0.8571428571,0.5238095238,13C1 O11,de-protonated,1,1044,C21 H18 O11 13C1,21,18,11,1
3236,1056,458.1386483,458.1386483,458.1385045759,2235571,260719,12.4,-1,-0.31371319140000004,0.5788248398,0.9044721144,0.6765190221,8,1.3684210526,0.6315789474,13C1 O12,de-protonated,1,1047,C19 H26 O12 13C1,19,26,12,1
3237,1057,458.1535676,458.1535676,458.1537607172,1850552,238466,9.8,-1,0.42151174810000003,0.3726679311,0.9153005574,0.535457719,12,1.1304347826,0.3913043478,13C1 O9,de-protonated,1,1048,C23 H26 O9 13C1,23,26,9,1
3238,1068,460.0604987,460.0604987,460.0602542535,1779974,266297,9.4,-1,-0.5313357980000001,0.2083716875,0.9302053101,0.4249217743,14,0.8,0.6000000000000001,13C1 O12,de-protonated,1,1059,C20 H16 O12 13C1,20,16,12,1
3239,1069,460.0887833,460.0887833,460.0848933093,1403919,249923,6.9,-1,-8.4549412154,3.328775985999999e-173,0.9282089279,0.2784626784,31,0.3428571429,0.0285714286,13C1 O1,de-protonated,1,1060,C35 H12 O1 13C1,35,12,1,1
3240,1070,460.096922,460.096922,460.0966397629,2648849,236928,15.1,-1,-0.6134300353000001,0.1236209066,0.8395454102000001,0.33839825770000004,13,0.9523809524,0.5238095238,13C1 O11,de-protonated,1,1061,C21 H20 O11 13C1,21,20,11,1
3241,1071,460.1330919,460.1330919,460.1330252723,2276124,208019,12.6,-1,-0.1448009815,0.8900433276,0.8927828015,0.8908651698000001,12,1.0909090909,0.4545454545,13C1 O10,de-protonated,1,1063,C22 H24 O10 13C1,22,24,10,1
3242,1072,460.1694097,460.1694097,460.1694107817,2564392,222564,14.5,-1,0.002350592,0.9999693045,0.9353211228,0.98057485,11,1.2173913043,0.3913043478,13C1 O9,de-protonated,1,1065,C23 H28 O9 13C1,23,28,9,1
3243,1082,462.0395324,462.0395324,462.0395188086,1811832,200290,9.6,-1,-0.0294160737,0.9952042842,0.8558110159000001,0.9533863037,14,0.7368421053,0.6842105263,13C1 O13,de-protonated,1,1074,C19 H14 O13 13C1,19,14,13,1
3244,1083,462.0760328,462.0760328,462.075904318,1996675,164350,10.8,-1,-0.27805389350000004,0.6508200845000001,0.6961382581000001,0.6644155366000001,13,0.9,0.6000000000000001,13C1 O12,de-protonated,1,1075,C20 H18 O12 13C1,20,18,12,1
3245,1084,462.1123991,462.1123991,462.1122898274,2429839,270920,13.7,-1,-0.2364633499,0.7329788575,0.8382331721,0.7645551519,12,1.0476190476,0.5238095238,13C1 O11,de-protonated,1,1077,C21 H22 O11 13C1,21,22,11,1
3246,1085,462.1487461,462.1487461,462.1486753368,4025243,220449,24.2,-1,-0.1531179024,0.8778754856000001,0.9427650812,0.8973423643,11,1.1818181818,0.4545454545,13C1 O10,de-protonated,1,1079,C22 H26 O10 13C1,22,26,10,1
3247,1086,462.1852722,462.1852722,462.1850608461,3304358,225434,19.4,-1,-0.4572926937,0.3129352648,0.9672778883,0.5092380518,10,1.3043478261,0.3913043478,13C1 O9,de-protonated,1,1080,C23 H30 O9 13C1,23,30,9,1
3248,1094,464.0554202,464.0554202,464.0551688731,2092546,247499,11.4,-1,-0.5415884304,0.1960188208,0.8417769730000001,0.3897462665,13,0.8421052632,0.6842105263,13C1 O13,de-protonated,1,1088,C19 H16 O13 13C1,19,16,13,1
3249,1096,464.0917263,464.0917263,464.0915543825,3058190,234446,17.8,-1,-0.3704388169,0.4665637321,0.9575820142,0.6138692167,12,1,0.6000000000000001,13C1 O12,de-protonated,1,1089,C20 H20 O12 13C1,20,20,12,1
