...1,Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Resolving Power,S/N,Ion Charge,Mass Error (ppm),Mass Error Score,Isotopologue Similarity,Confidence Score,DBE,H/C,O/C,Heteroatom Class,Ion Type,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,13C,18O
3187,1093,444.1229243,444.1229243,444.1228545114,2107894,265245,11.7,-1,-0.1571379847,0.871813546,0.8834543045000001,0.8753057735,8,1.3333333333,0.6666666667000001,13C1 O12,de-protonated,1,1085,C18 H24 O12 13C1,18,24,12,1,NA
3188,1094,444.1378602,444.1378602,444.1381106527,3042810,233410,17.9,-1,0.5639072815,0.1709098573,0.8420503195,0.372251996,12,1.0909090909,0.4090909091,13C1 O9,de-protonated,1,1086,C22 H24 O9 13C1,22,24,9,1,NA
3189,1095,444.1747311,444.1747311,444.1744961621,1600514,272160,8.3,-1,-0.5289315421,0.2113436351,0.7004499877,0.3580755409,11,1.2173913043,0.347826087,13C1 O8,de-protonated,1,1088,C23 H28 O8 13C1,23,28,8,1,NA
3190,1106,446.0445349,446.0445349,446.044604189,1834937,225436,9.9,-1,0.1553410557,0.8745373791000001,0.925347559,0.8897804330000001,14,0.7368421053,0.6315789474,13C1 O12,de-protonated,1,1096,C19 H14 O12 13C1,19,14,12,1,NA
3191,1108,446.0810123,446.0810123,446.0809896984,2596290,226704,14.9,-1,-0.0506669786,0.9858393152,0.9889976,0.9867868006,13,0.9,0.55,13C1 O11,de-protonated,1,1098,C20 H18 O11 13C1,20,18,11,1,NA
3192,1109,446.1173475,446.1173475,446.1173752078,3269578,244217,19.4,-1,0.0621087854,0.9787974405,0.972507206,0.9769103701,12,1.0476190476,0.4761904762,13C1 O10,de-protonated,1,1100,C21 H22 O10 13C1,21,22,10,1,NA
3193,1110,446.1537145,446.1537145,446.1537607172,4215763,244634,25.7,-1,0.103590279,0.9421258956,0.9185581177,0.9350555623,11,1.1818181818,0.4090909091,13C1 O9,de-protonated,1,1102,C22 H26 O9 13C1,22,26,9,1,NA
3194,1111,446.1900867,446.1900867,446.1901462266,2863067,251425,16.7,-1,0.1334107834,0.9058512169,0.9192215623,0.9098623205,10,1.3043478261,0.347826087,13C1 O8,de-protonated,1,1104,C23 H30 O8 13C1,23,30,8,1,NA
3195,1119,448.060166,448.060166,448.0602542535,3019149,210931,17.7,-1,0.1969679675,0.8061096966,0.8620101811,0.8228798419000001,13,0.8421052632,0.6315789474,13C1 O12,de-protonated,1,1113,C19 H16 O12 13C1,19,16,12,1,NA
3196,1121,448.0966251,448.0966251,448.0966397629,3156885,235394,18.7,-1,0.0327226331,0.9940689324,0.9515145669,0.9813026228,12,1,0.55,13C1 O11,de-protonated,1,1114,C20 H20 O11 13C1,20,20,11,1,NA
3197,1123,448.1331047,448.1331047,448.1330252723,4359582,242672,26.7,-1,-0.17724137550000002,0.8398558334,0.9684184154,0.8784246080000001,11,1.1428571429,0.4761904762,13C1 O10,de-protonated,1,1115,C21 H24 O10 13C1,21,24,10,1,NA
3198,1124,448.1378837,448.1378837,448.1388984991,1700254,238497,8.9,-1,2.2644744836,0,0.8852273488,0.2655682046,2,2,1.0714285714,13C1 O15,de-protonated,1,1116,C14 H28 O15 13C1,14,28,15,1,NA
3199,1125,448.169441,448.169441,448.1694107817,5048742,225595,31.3,-1,-0.0674261312,0.9750591641,0.9647970734,0.9719805369,10,1.2727272727,0.4090909091,13C1 O9,de-protonated,1,1117,C22 H28 O9 13C1,22,28,9,1,NA
3200,1126,448.2057542,448.2057542,448.2057962911,2364846,230019,13.4,-1,0.0939101084,0.9521858458,0.8953121032,0.9351237231,9,1.3913043478,0.347826087,13C1 O8,de-protonated,1,1118,C23 H32 O8 13C1,23,32,8,1,NA
3201,1133,450.0396995,450.0396995,450.0395188086,1358675,261232,6.7,-1,-0.4015011593,0.4083734406,0.9714102455,0.5772844821,13,0.7777777778,0.7222222222,13C1 O13,de-protonated,1,1127,C18 H14 O13 13C1,18,14,13,1,NA
3202,1134,450.0759497,450.0759497,450.075904318,3124571,207513,18.4,-1,-0.1008318905,0.9450818674,0.9874572141,0.9577944714,12,0.9473684211,0.6315789474,13C1 O12,de-protonated,1,1128,C19 H18 O12 13C1,19,18,12,1,NA
3203,1135,450.1123323,450.1123323,450.1122898274,4543331,238432,27.9,-1,-0.0943600541,0.9517378349,0.8930451070000001,0.9341300165,11,1.1,0.55,13C1 O11,de-protonated,1,1129,C20 H22 O11 13C1,20,22,11,1,NA
3204,1137,450.1487052,450.1487052,450.1486753368,6248300,208023,39.2,-1,-0.0663408278,0.9758459085,0.8121826848,0.6990495627000001,10,1.2380952381,0.4761904762,13C1 O10,de-protonated,1,1130,C21 H26 O10 13C1,21,26,10,1,NA
3205,1138,450.1850394,450.1850394,450.1850608461,4510580,228912,27.7,-1,0.0476385168,0.9874712121,0.9276218055,0.9695163901,9,1.3636363636,0.4090909091,13C1 O9,de-protonated,1,1131,C22 H30 O9 13C1,22,30,9,1,NA
3206,1139,450.2214394,450.2214394,450.2214463555,1748348,238595,9.3,-1,0.0154491374,0.9986749018,0.874903439,0.9615434629,8,1.4782608696,0.347826087,13C1 O8,de-protonated,1,1132,C23 H34 O8 13C1,23,34,8,1,NA
3207,1149,452.0551766,452.0551766,452.0551688731,2258717,214044,12.7,-1,-0.0170928486,0.9983781751,0.8835778017,0.963938063,12,0.8888888889000001,0.7222222222,13C1 O13,de-protonated,1,1141,C18 H16 O13 13C1,18,16,13,1,NA
3208,1150,452.0915611,452.0915611,452.0915543825,3836197,230156,23.2,-1,-0.0148587743,0.9987741787,0.8234271838,0.9461700802,11,1.0526315789,0.6315789474,13C1 O12,de-protonated,1,1143,C19 H20 O12 13C1,19,20,12,1,NA
3209,1152,452.1279233,452.1279233,452.1279398919,4985133,245172,30.8,-1,0.0366972631,0.9925463113,0.9059619614,0.9665710064,10,1.2,0.55,13C1 O11,de-protonated,1,1145,C20 H24 O11 13C1,20,24,11,1,NA
3210,1153,452.1644163,452.1644163,452.1643254012,6939957,241614,43.8,-1,-0.2010303613,0.7989013465,0.8823518288000001,0.637526177,9,1.3333333333,0.4761904762,13C1 O10,de-protonated,1,1146,C21 H28 O10 13C1,21,28,10,1,NA
3211,1154,452.2007083,452.2007083,452.2007109106,2803006,248282,16.3,-1,0.0057731588,0.999814854,0.9233988774,0.976890061,8,1.4545454545,0.4090909091,13C1 O9,de-protonated,1,1147,C22 H32 O9 13C1,22,32,9,1,NA
3212,1166,454.0708315,454.0708315,454.0708189376,1730786,228745,9.1,-1,-0.0276662408,0.9957566902,0.8806110562,0.961213,11,1,0.7222222222,13C1 O13,de-protonated,1,1157,C18 H18 O13 13C1,18,18,13,1,NA
3213,1168,454.1071686,454.1071686,454.107204447,2983146,217574,17.5,-1,0.0789394029,0.965973332,0.8617452272,0.9347049005,10,1.1578947368,0.6315789474,13C1 O12,de-protonated,1,1159,C19 H22 O12 13C1,19,22,12,1,NA
3214,1169,454.1436043,454.1436043,454.1435899563,6060787,222474,38,-1,-0.0315839844,0.9944733944,0.9512395979,0.9815032555,9,1.3,0.55,13C1 O11,de-protonated,1,1161,C20 H26 O11 13C1,20,26,11,1,NA
3215,1170,454.1801288,454.1801288,454.1799754657,3817211,249067,23,-1,-0.3376068696,0.5308831575,0.9417336671,0.6541383104,8,1.4285714286,0.4761904762,13C1 O10,de-protonated,1,1163,C21 H30 O10 13C1,21,30,10,1,NA
3216,1171,454.216566,454.216566,454.2163609751,1500163,244146,7.6,-1,-0.4513815728,0.32241412150000004,0.7936002564,0.4637699619,7,1.5454545455000002,0.4090909091,13C1 O9,de-protonated,1,1165,C22 H34 O9 13C1,22,34,9,1,NA
3217,1185,456.0866774,456.0866774,456.086469002,2205604,170012,12.1,-1,-0.4569264137,0.3135179708,0.8268693661000001,0.4675233894,10,1.1111111111,0.7222222222,13C1 O13,de-protonated,1,1175,C18 H20 O13 13C1,18,20,13,1,NA
3218,1186,456.1227603,456.1227603,456.1228545114,3328684,192467,19.5,-1,0.2065483645,0.7889815271,0.9761312181,0.8451264344,9,1.2631578947,0.6315789474,13C1 O12,de-protonated,1,1177,C19 H24 O12 13C1,19,24,12,1,NA
3219,1187,456.1591823,456.1591823,456.1592400208,3851445,205489,22.9,-1,0.1265365445,0.9148887904,0.9439511756,0.923607506,8,1.4,0.55,13C1 O11,de-protonated,1,1179,C20 H28 O11 13C1,20,28,11,1,NA
3220,1188,456.1957227,456.1957227,456.1956255302,1623741,273323,8.3,-1,-0.2130002926,0.7772053385000001,0.853202361,0.8000044453,7,1.5238095238,0.4761904762,13C1 O10,de-protonated,1,1181,C21 H32 O10 13C1,21,32,10,1,NA
3221,1199,458.044397,458.044397,458.044604189,1511254,249725,7.6,-1,0.4523337636,0.3208764644,0.7688033591000001,0.4552545328,15,0.7000000000000001,0.6000000000000001,13C1 O12,de-protonated,1,1189,C20 H14 O12 13C1,20,14,12,1,NA
3222,1200,458.0807137,458.0807137,458.0809896984,2122846,227294,11.6,-1,0.6025101024,0.1330847655,0.7950731424,0.3316812785,14,0.8571428571,0.5238095238,13C1 O11,de-protonated,1,1191,C21 H18 O11 13C1,21,18,11,1,NA
3223,1201,458.1020345,458.1020345,458.1021190665,1837667,217480,9.7,-1,0.184601904,0.8275204484,0.8070607022,0.8213825246,9,1.2222222222,0.7222222222,13C1 O13,de-protonated,1,1192,C18 H22 O13 13C1,18,22,13,1,NA
3224,1202,458.1176443,458.1176443,458.1173752078,1450599,261010,7.2,-1,-0.5873870023000001,0.1470772722,0.8678751999000001,0.3633166505,13,1,0.4545454545,13C1 O10,de-protonated,1,1193,C22 H22 O10 13C1,22,22,10,1,NA
3225,1203,458.1386609,458.1386609,458.1385045759,2271339,262622,12.6,-1,-0.3412157913,0.5237067318,0.8570027411000001,0.6236955346,8,1.3684210526,0.6315789474,13C1 O12,de-protonated,1,1194,C19 H26 O12 13C1,19,26,12,1,NA
3226,1204,458.153478,458.153478,458.1537607172,2281071,216430,12.6,-1,0.6170792794000001,0.1205751067,0.8644050821,0.34372409930000003,12,1.1304347826,0.3913043478,13C1 O9,de-protonated,1,1195,C23 H26 O9 13C1,23,26,9,1,NA
3227,1205,458.1749339,458.1749339,458.1748900853,1448563,313403,7.2,-1,-0.0956287849,0.9504641804,0.9012937323,0.9357130459,7,1.5,0.55,13C1 O11,de-protonated,1,1196,C20 H30 O11 13C1,20,30,11,1,NA
3228,1217,460.0601194,460.0601194,460.0602542535,1810706,204876,9.5,-1,0.2931214257,0.6204350962,0.8434215992,0.6873310471,14,0.8,0.6000000000000001,13C1 O12,de-protonated,1,1207,C20 H16 O12 13C1,20,16,12,1,NA
3229,1218,460.0966054,460.0966054,460.0966397629,2333211,258588,13,-1,0.0746862704,0.9694861351,0.9837815306,0.9737747537,13,0.9523809524,0.5238095238,13C1 O11,de-protonated,1,1209,C21 H20 O11 13C1,21,20,11,1,NA
3230,1219,460.1331686,460.1331686,460.1330252723,2873379,232257,16.5,-1,-0.3114919077,0.5833079316,0.9975396454,0.7075774457,12,1.0909090909,0.4545454545,13C1 O10,de-protonated,1,1211,C22 H24 O10 13C1,22,24,10,1,NA
3231,1220,460.1693606,460.1693606,460.1694107817,3132459,237623,18.2,-1,0.1090504264,0.936068481,0.994274731,0.953530356,11,1.2173913043,0.3913043478,13C1 O9,de-protonated,1,1213,C23 H28 O9 13C1,23,28,9,1,NA
3232,1221,460.2057719,460.2057719,460.2057962911,2124851,214693,11.6,-1,0.053000321,0.9845153941,0.9327743246,0.9689930732,10,1.3333333333,0.33333333330000003,13C1 O8,de-protonated,1,1215,C24 H32 O8 13C1,24,32,8,1,NA
3233,1228,462.039258,462.039258,462.0395188086,1757124,244776,9.2,-1,0.5644725198,0.1703053351,0.8094935607,0.3620618027,14,0.7368421053,0.6842105263,13C1 O13,de-protonated,1,1222,C19 H14 O13 13C1,19,14,13,1,NA
3234,1229,462.0759321,462.0759321,462.075904318,3021772,218281,17.5,-1,-0.0601243305,0.9801173468,0.9291309635,0.9648214318,13,0.9,0.6000000000000001,13C1 O12,de-protonated,1,1223,C20 H18 O12 13C1,20,18,12,1,NA
3235,1231,462.1123932,462.1123932,462.1122898274,2885588,226345,16.6,-1,-0.2236958901,0.7572974473,0.9286419746,0.8087008055,12,1.0476190476,0.5238095238,13C1 O11,de-protonated,1,1224,C21 H22 O11 13C1,21,22,11,1,NA
3236,1232,462.1487005,462.1487005,462.1486753368,4360668,229659,26.3,-1,-0.0544483562,0.9836647605,0.9542732292,0.9748473011,11,1.1818181818,0.4545454545,13C1 O10,de-protonated,1,1225,C22 H26 O10 13C1,22,26,10,1,NA
3237,1233,462.1851433,462.1851433,462.1850608461,4499940,215841,27.2,-1,-0.1784000792,0.8379353083000001,0.96233178,0.8752542498,10,1.3043478261,0.3913043478,13C1 O9,de-protonated,1,1226,C23 H30 O9 13C1,23,30,9,1,NA
3238,1234,462.2215367,462.2215367,462.2214463555,1801196,268984,9.5,-1,-0.1954571077,0.808769307,0.8713698163,0.8275494598,9,1.4166666667,0.33333333330000003,13C1 O8,de-protonated,1,1227,C24 H34 O8 13C1,24,34,8,1,NA
3239,1242,464.055201,464.055201,464.0551688731,2141052,229506,11.7,-1,-0.0692307999,0.9737241369,0.9775123321,0.9748605954,13,0.8421052632,0.6842105263,13C1 O13,de-protonated,1,1236,C19 H16 O13 13C1,19,16,13,1,NA
3240,1244,464.0915818,464.0915818,464.0915543825,2190724,221713,12,-1,-0.0590778394,0.9807968253,0.7360100538000001,0.9073607939,12,1,0.6000000000000001,13C1 O12,de-protonated,1,1237,C20 H20 O12 13C1,20,20,12,1,NA
3241,1246,464.1280003,464.1280003,464.1279398919,4734860,214054,28.7,-1,-0.1301540737,0.9101812062,0.9504249264,0.9222543222,11,1.1428571429,0.5238095238,13C1 O11,de-protonated,1,1238,C21 H24 O11 13C1,21,24,11,1,NA
3242,1247,464.1642855,464.1642855,464.1643254012,6322068,212408,39.1,-1,0.08596361250000001,0.9597771797,0.9302006277,0.9509042141,10,1.2727272727,0.4545454545,13C1 O10,de-protonated,1,1239,C22 H28 O10 13C1,22,28,10,1,NA
3243,1248,464.2006299,464.2006299,464.2007109106,4091804,242635,24.5,-1,0.1745163776,0.8443401777,0.9401270069,0.8730762265,9,1.3913043478,0.3913043478,13C1 O9,de-protonated,1,1240,C23 H32 O9 13C1,23,32,9,1,NA
3244,1260,466.0708413,466.0708413,466.0708189376,2795827,226269,16,-1,-0.047980761,0.9872916999,0.9587437753,0.9787273225,12,0.9473684211,0.6842105263,13C1 O13,de-protonated,1,1251,C19 H18 O13 13C1,19,18,13,1,NA
3245,1261,466.1071813,466.1071813,466.107204447,4069691,237867,24.3,-1,0.0496601455,0.9863927052,0.9186868723,0.9660809553,11,1.1,0.6000000000000001,13C1 O12,de-protonated,1,1253,C20 H22 O12 13C1,20,22,12,1,NA
3246,1263,466.1435865,466.1435865,466.1435899563,7551299,228072,47.2,-1,0.0074147452,0.9996946108,0.8295420762,0.7153867746,10,1.2380952381,0.5238095238,13C1 O11,de-protonated,1,1255,C21 H26 O11 13C1,21,26,11,1,NA
3247,1264,466.1799832,466.1799832,466.1799754657,5917003,226875,36.5,-1,-0.0165907591,0.9984719837,0.9767143533,0.9919446946,9,1.3636363636,0.4545454545,13C1 O10,de-protonated,1,1256,C22 H30 O10 13C1,22,30,10,1,NA
3248,1265,466.2161209,466.2161209,466.2163609751,2551123,264198,14.4,-1,0.5149435428,0.2292025476,0.9167584513,0.4354693187,8,1.4782608696,0.3913043478,13C1 O9,de-protonated,1,1257,C23 H34 O9 13C1,23,34,9,1,NA
3249,1266,466.3079567,466.3079567,466.3043881352,1948519,249558,10.4,-1,-7.652865666,4.9453906900000005e-142,0.9440925728,0.28322777190000004,10,1.4482758621,0.1379310345,13C1 O4,de-protonated,1,1259,C29 H42 O4 13C1,29,42,4,1,NA
3250,1266,466.3079567,466.3079567,466.310261362,1948519,249558,10.4,-1,4.9423359586,1.1603439230000002e-59,0.8417984995000001,0.2525395499,1,2.0909090909,0.4090909091,13C1 O9,de-protonated,1,1259,C22 H46 O9 13C1,22,46,9,1,NA
3251,1279,468.0864751,468.0864751,468.086469002,2431721,210485,13.6,-1,-0.0130274106,0.999057592,0.8500073869,0.9543425305,11,1.0526315789,0.6842105263,13C1 O13,de-protonated,1,1270,C19 H20 O13 13C1,19,20,13,1,NA
3252,1281,468.122808,468.122808,468.1228545114,4814577,225428,29.2,-1,0.0993573144,0.946633043,0.9643280065,0.951941532,10,1.2,0.6000000000000001,13C1 O12,de-protonated,1,1272,C20 H24 O12 13C1,20,24,12,1,NA
3253,1282,468.1591758,468.1591758,468.1592400208,6451961,204190,40,-1,0.137177286,0.9007367265,0.8961260454000001,0.6891816193,9,1.3333333333,0.5238095238,13C1 O11,de-protonated,1,1274,C21 H28 O11 13C1,21,28,11,1,NA
3254,1283,468.1955286,468.1955286,468.1956255302,3579136,199218,21.1,-1,0.2070292692,0.7881102215,0.9973478332,0.850881505,8,1.4545454545,0.4545454545,13C1 O10,de-protonated,1,1276,C22 H32 O10 13C1,22,32,10,1,NA
3255,1309,470.0657262,470.0657262,470.0657335571,1731734,303067,9,-1,0.0156512984,0.9986400193,0.8125035247,0.9427990709,11,1,0.7777777778,13C1 O14,de-protonated,1,1285,C18 H18 O14 13C1,18,18,14,1,NA
3256,1310,470.0809485,470.0809485,470.0809896984,1581721,246465,8,-1,0.087641119,0.958225606,0.9152388212,0.9453295705,15,0.8181818182,0.5,13C1 O11,de-protonated,1,1286,C22 H18 O11 13C1,22,18,11,1,NA
3257,1311,470.1021733,470.1021733,470.1021190665,2928798,240523,16.9,-1,-0.1153653098,0.9287276496,0.8984077272000001,0.9196316729,10,1.1578947368,0.6842105263,13C1 O13,de-protonated,1,1287,C19 H22 O13 13C1,19,22,13,1,NA
3258,1312,470.1384282,470.1384282,470.1385045759,4334758,212411,26.1,-1,0.1624540575,0.863623431,0.9978518546,0.9038919581,9,1.3,0.6000000000000001,13C1 O12,de-protonated,1,1289,C20 H26 O12 13C1,20,26,12,1,NA
3259,1313,470.1536244,470.1536244,470.1537607172,1830569,261065,9.6,-1,0.2899417253,0.6268584841,0.8573596784,0.6960088424,13,1.0833333333,0.375,13C1 O9,de-protonated,1,1290,C24 H26 O9 13C1,24,26,9,1,NA
3260,1314,470.1747667,470.1747667,470.1748900853,3590318,230709,21.2,-1,0.26242424810000003,0.6820914162,0.9742903555,0.7697510980000001,8,1.4285714286,0.5238095238,13C1 O11,de-protonated,1,1291,C21 H30 O11 13C1,21,30,11,1,NA
3261,1315,470.1899915,470.1899915,470.1901462266,1512113,231079,7.6,-1,0.32907235100000004,0.547932376,0.7771592968000001,0.6167004522,12,1.2,0.32,13C1 O8,de-protonated,1,1292,C25 H30 O8 13C1,25,30,8,1,NA
3262,1329,472.0600311,472.0600311,472.0602542535,2296903,250732,12.7,-1,0.4727225298,0.28895594080000003,0.8328347838,0.4521195937,15,0.7619047619,0.5714285714,13C1 O12,de-protonated,1,1318,C21 H16 O12 13C1,21,16,12,1,NA
3263,1330,472.0966138,472.0966138,472.0966397629,2283599,221801,12.6,-1,0.0549948883,0.9833379416,0.8409121438,0.9406102023,14,0.9090909091,0.5,13C1 O11,de-protonated,1,1320,C22 H20 O11 13C1,22,20,11,1,NA
3264,1331,472.1175274,472.1175274,472.117769131,2341459,246699,13,-1,0.512014199,0.2330653639,0.8631483914,0.4220902722,9,1.2631578947,0.6842105263,13C1 O13,de-protonated,1,1321,C19 H24 O13 13C1,19,24,13,1,NA
3265,1332,472.1328842,472.1328842,472.1330252723,2255959,242241,12.4,-1,0.2987977512,0.6089613158,0.9803942473,0.7203911953000001,13,1.0434782609,0.4347826087,13C1 O10,de-protonated,1,1322,C23 H24 O10 13C1,23,24,10,1,NA
3266,1333,472.1541521,472.1541521,472.1541546404,2486875,255120,13.9,-1,0.0053804155,0.9998391859,0.9822887911,0.9945740675,8,1.4,0.6000000000000001,13C1 O12,de-protonated,1,1323,C20 H28 O12 13C1,20,28,12,1,NA
3267,1334,472.1694568,472.1694568,472.1694107817,2216031,263553,12.2,-1,-0.0974614797,0.948597427,0.9221589815,0.9406658934,12,1.1666666667,0.375,13C1 O9,de-protonated,1,1324,C24 H28 O9 13C1,24,28,9,1,NA
3268,1335,472.2057352,472.2057352,472.2057962911,1988710,248162,10.7,-1,0.1293737929,0.9112057596,0.8583691624,0.8953547804,11,1.28,0.32,13C1 O8,de-protonated,1,1326,C25 H32 O8 13C1,25,32,8,1,NA
3269,1346,474.0393067,474.0393067,474.0395188086,1509109,209682,7.5,-1,0.4474492168,0.3288076889,0.9477470069,0.5144894843,15,0.7000000000000001,0.65,13C1 O13,de-protonated,1,1336,C20 H14 O13 13C1,20,14,13,1,NA
3270,1348,474.0759915,474.0759915,474.075904318,2824189,211156,16.2,-1,-0.1838988304,0.8287123982,0.9577167275,0.867413697,14,0.8571428571,0.5714285714,13C1 O12,de-protonated,1,1338,C21 H18 O12 13C1,21,18,12,1,NA
3271,1349,474.1041799,474.1041799,474.1005433738,1413635,272855,6.9,-1,-7.6703692915,1.114480511e-142,0.9117565559,0.2735269668,31,0.3888888889,0.0277777778,13C1 O1,de-protonated,1,1339,C36 H14 O1 13C1,36,14,1,1,NA
3272,1350,474.1122123,474.1122123,474.1122898274,3036165,229366,17.6,-1,0.1635211356,0.8619561335,0.9920983981,0.9009988129,13,1,0.5,13C1 O11,de-protonated,1,1340,C22 H22 O11 13C1,22,22,11,1,NA
3273,1351,474.148643,474.148643,474.1486753368,3018764,253648,17.4,-1,0.0681996301,0.9744910523,0.831520852,0.9315999922,12,1.1304347826,0.4347826087,13C1 O10,de-protonated,1,1342,C23 H26 O10 13C1,23,26,10,1,NA
3274,1352,474.1850409,474.1850409,474.1850608461,3505684,189194,20.6,-1,0.0420640593,0.9902182386,0.9223907639,0.9698699962,11,1.25,0.375,13C1 O9,de-protonated,1,1344,C24 H30 O9 13C1,24,30,9,1,NA
3275,1361,476.0551539,476.0551539,476.0551688731,1762731,206558,9,-1,0.0314524249,0.9945192133,0.8520016092,0.9517639321,14,0.8,0.65,13C1 O13,de-protonated,1,1354,C20 H16 O13 13C1,20,16,13,1,NA
3276,1363,476.0914854,476.0914854,476.0915543825,2357171,209591,12.9,-1,0.1448932943,0.8899111043,0.8181084386,0.8683703046000001,13,0.9523809524,0.5714285714,13C1 O12,de-protonated,1,1355,C21 H20 O12 13C1,21,20,12,1,NA
3277,1364,476.1278567,476.1278567,476.1279398919,3774907,216380,22,-1,0.1747258478,0.8439970895000001,0.9600661202,0.8788177987,12,1.0909090909,0.5,13C1 O11,de-protonated,1,1356,C22 H24 O11 13C1,22,24,11,1,NA
3278,1366,476.1644305,476.1644305,476.1643254012,4555203,220885,27.1,-1,-0.2207195124,0.7628830217,0.9315092616,0.8134708937,11,1.2173913043,0.4347826087,13C1 O10,de-protonated,1,1358,C23 H28 O10 13C1,23,28,10,1,NA
3279,1367,476.2009159,476.2009159,476.2007109106,3027403,238593,17.2,-1,-0.4304684322,0.3571992583,0.7951233905,0.488576498,10,1.3333333333,0.375,13C1 O9,de-protonated,1,1359,C24 H32 O9 13C1,24,32,9,1,NA
3280,1368,476.2368507,476.2368507,476.23709642,1483731,218226,7.2,-1,0.5159615089,0.2278701509,0.8598711697,0.4174704565,9,1.44,0.32,13C1 O8,de-protonated,1,1360,C25 H36 O8 13C1,25,36,8,1,NA
3281,1378,478.0707288,478.0707288,478.0708189376,2630500,231095,14.6,-1,0.1885443827,0.8207847724,0.9435531272,0.8576152788,13,0.9,0.65,13C1 O13,de-protonated,1,1371,C20 H18 O13 13C1,20,18,13,1,NA
3282,1379,478.1072843,478.1072843,478.107204447,3496812,242457,20.2,-1,-0.1670191281,0.8564371156,0.8562641830000001,0.8563852358,12,1.0476190476,0.5714285714,13C1 O12,de-protonated,1,1373,C21 H22 O12 13C1,21,22,12,1,NA
3283,1380,478.1435839,478.1435839,478.1435899563,5363572,220001,32.3,-1,0.0126663541,0.9991090831,0.8944472113,0.9677105215,11,1.1818181818,0.5,13C1 O11,de-protonated,1,1374,C22 H26 O11 13C1,22,26,11,1,NA
3284,1381,478.1797956,478.1797956,478.1799754657,5159803,209062,31,-1,0.3761464918,0.4556481576,0.9427877892,0.6017900471000001,10,1.3043478261,0.4347826087,13C1 O10,de-protonated,1,1375,C23 H30 O10 13C1,23,30,10,1,NA
3285,1382,478.2165921,478.2165921,478.2163609751,2754435,181001,15.4,-1,-0.4833061231,0.27316114550000004,0.9118752377,0.4647753732,9,1.4166666667,0.375,13C1 O9,de-protonated,1,1376,C24 H34 O9 13C1,24,34,9,1,NA
3286,1394,480.0500074,480.0500074,480.0500834927,1673493,269003,8.5,-1,0.1585098382,0.8697187615,0.8549331948000001,0.8652830915,13,0.8421052632,0.7368421053,13C1 O14,de-protonated,1,1384,C19 H16 O14 13C1,19,16,14,1,NA
3287,1395,480.0865309,480.0865309,480.086469002,2636062,238419,14.7,-1,-0.1289308459,0.9117851428,0.9760838232,0.931074747,12,1,0.65,13C1 O13,de-protonated,1,1386,C20 H20 O13 13C1,20,20,13,1,NA
3288,1397,480.1229176,480.1229176,480.1228545114,3649830,204748,21.2,-1,-0.1314008899,0.9085336986,0.9222455981,0.9126472684,11,1.1428571429,0.5714285714,13C1 O12,de-protonated,1,1388,C21 H24 O12 13C1,21,24,12,1,NA
3289,1398,480.1593136,480.1593136,480.1592400208,5321006,225545,32,-1,-0.1532391338,0.8776943688000001,0.7911819102000001,0.6469452785,10,1.2727272727,0.5,13C1 O11,de-protonated,1,1390,C22 H28 O11 13C1,22,28,11,1,NA
3290,1399,480.1956745,480.1956745,480.1956255302,4385078,228429,26,-1,-0.1019788585,0.9438613089,0.981598877,0.9551825793,9,1.3913043478,0.4347826087,13C1 O10,de-protonated,1,1391,C23 H32 O10 13C1,23,32,10,1,NA
3291,1412,482.0654193,482.0654193,482.0657335571,1583314,250300,7.9,-1,0.6518968623,0.0943313427,0.9165549573,0.3409984271,12,0.9473684211,0.7368421053,13C1 O14,de-protonated,1,1401,C19 H18 O14 13C1,19,18,14,1,NA
3292,1413,482.1021723,482.1021723,482.1021190665,1862362,237261,9.7,-1,-0.1104195034,0.9345072198,0.7571876027000001,0.8813113346,11,1.1,0.65,13C1 O13,de-protonated,1,1403,C20 H22 O13 13C1,20,22,13,1,NA
3293,1414,482.1383949,482.1383949,482.1385045759,3650274,188919,21.2,-1,0.2274780102,0.7501522151000001,0.8180223432,0.7705132535,10,1.2380952381,0.5714285714,13C1 O12,de-protonated,1,1405,C21 H26 O12 13C1,21,26,12,1,NA
3294,1415,482.174931,482.174931,482.1748900853,3913450,223497,22.9,-1,-0.0848544975,0.9607879139,0.8265029529,0.9205024256,9,1.3636363636,0.5,13C1 O11,de-protonated,1,1407,C22 H30 O11 13C1,22,30,11,1,NA
3295,1416,482.2113103,482.2113103,482.2112755947,1915122,215068,10,-1,-0.0719711993,0.9716331495,0.8808444656000001,0.9443965443,8,1.4782608696,0.4347826087,13C1 O10,de-protonated,1,1409,C23 H34 O10 13C1,23,34,10,1,NA
3296,1429,484.0602504,484.0602504,484.0602542535,1718668,192787,8.7,-1,0.0079608223,0.9996479804,0.754049928,0.9259685647,16,0.7272727273,0.5454545455,13C1 O12,de-protonated,1,1419,C22 H16 O12 13C1,22,16,12,1,NA
3297,1430,484.1176868,484.1176868,484.117769131,1918617,212048,10,-1,0.17006399400000002,0.8515675461000001,0.8435031203000001,0.8491482184,10,1.2,0.65,13C1 O13,de-protonated,1,1422,C20 H24 O13 13C1,20,24,13,1,NA
